RowIndex,Meteorology_Total,SMG_Total,Meteorology_ObjectNames,SMG_ObjectNames,Meteorology_Makers,SMG_Makers,Meteorology_Materials,SMG_Materials,Meteorology_Dates,SMG_Dates,Meteorology_Places,SMG_Places,Meteorology_Descriptions,SMG_Descriptions,Meteorology_Other,SMG_Other,Unique_to_Meteorology,Unique_to_SMG
65,11,12,1,1,2,2,1,1,1,1,0,4,5,2,1,1,"{""object_names"": [""DINES SELF-RECORDING BAROMETER""], ""makers"": [""W. H. Dines, Esq., F.R.S.""], ""materials"": [""mercury"", ""hollow cylinder, sealed at the top and floating inverted""], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""to give a trace from which the height at any time may be determined to 0.005 in."", ""The pen is actuated by a float in the lower cistern of the siphon barometer, the motion being multiplied by a lever so that a length of 1.5 in. on the paper may correspond to a change of 1 in. in atmospheric pressure."", ""The float is in the form of a hollow cylinder, sealed at the top and floating inverted in the mercury."", ""A rise of temperature lowers the level of the mercury in the lower cistern, but at the same time it expands the air in the float, and makes it swim higher in the mercury. The volume of air is so adjusted that there may be a complete compensation."", ""There is an additional pen fixed to the frame, which draws a line of reference on each chart while it is on the clock drum, and for accurate measurement this line is taken as the zero line, since by this means the error that might be caused by placing the chart unequally on the drum, or by an incorrect printing of the charts, is avoided.""], ""other"": [""Inv. 1922-125""]}","{""object_names"": [""Dines barograph by Hicks""], ""makers"": [""James Joseph Hicks""], ""materials"": [], ""dates"": [""1904""], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology barograph, syphon; barograph, syphon""], ""other"": []}"
66,16,8,1,2,1,1,0,1,2,1,1,0,8,1,3,2,"{""object_names"": [""BOURDON METALLIC BAROMETERS""], ""makers"": [""E. Bourdon, Esq.""], ""materials"": [], ""dates"": [""1922"", ""1851 Exhibition""], ""places"": [""Paris""], ""descriptions"": [""instruments, the movements of which are visible"", ""type designed and introduced by Mr. Bourdon in 1850 as a modification of the ordinary form of aneroid"", ""movement consists of a thin circular-shaped elastic metal tube of elliptic section, closed at its ends, and exhausted of air"", ""On increase of atmospheric pressure, the ends approach each other, and on decrease of pressure, recede"", ""motion is communicated by gearing to a central shaft carrying an index hand, which traverses a dial plate"", ""graduations are in tenths of an inch from 28 to 31 in."", ""weather indications are also given"", ""movable pointer indicates any rise or fall in the barometer since the last reading""], ""other"": [""Inv. 1876-741 & 742"", ""S.M. 1430, L.S""]}","{""object_names"": [""Bourdon's aneroid barometer""], ""makers"": [""Bourdon, Eugene""], ""materials"": [""Brass case""], ""dates"": [""1850""], ""places"": [], ""descriptions"": [""Meteorology aneroid barometer""], ""other"": [""Collections Online Entry""]}"
67,16,12,1,1,1,2,3,1,1,1,1,2,8,3,1,2,"{""object_names"": [""EIGHT-INCH ANEROID""], ""makers"": [], ""materials"": [""thin, partially exhausted, metallic vessel"", ""silk cord"", ""graduated circular scale""], ""dates"": [], ""places"": [], ""descriptions"": [""mechanism can be readily seen and its method of operation examined"", ""surface of which is corrugated in concentric circles to render it more sensitive to pressure variation"", ""vertical rod"", ""horizontal brass arm, pivotally mounted on a horizontal shaft"", ""rocked about its axis"", ""system of levers"", ""vertical shaft which is caused to revolve"", ""index which travels over the graduated circular scale"", ""scale is graduated in tenths of an inch, and is also marked as a weather glass""], ""other"": [""Inv. 1876-759""]}","{""object_names"": [""Circular aneroid barometer"", ""aneroid barometer""], ""makers"": [""Lucien Vidie""], ""materials"": [""mahogany frame""], ""dates"": [""1876""], ""places"": [""Germany""], ""descriptions"": [""with the works exposed"", ""Meteorology aneroid barometer""], ""other"": [""1876"", ""Hamburg, Germany""]}"
68,7,9,1,1,1,1,0,0,1,1,0,2,3,2,1,2,"{""object_names"": [""ANEROID""], ""makers"": [""F. Darton & Co.""], ""materials"": [], ""dates"": [""middle of the latter half of the nineteenth century""], ""places"": [], ""descriptions"": [""instrument shows the stage of development the aneroid had reached"", ""marked as a weather glass"", ""graduated to fiftieths of an inch from 25 to 31 in.""], ""other"": [""Inv. 1875-23""]}","{""object_names"": [""Aneroid barometer""], ""makers"": [""Darton"", ""F. Darton & Co., London, England"", ""F Darton and Company""], ""materials"": [], ""dates"": [""1875""], ""places"": [""London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology"", ""aeroid barometer""], ""other"": [""Darton"", ""Darton, F.""]}"
69,9,9,1,1,1,1,0,0,2,1,1,2,3,2,1,2,"{""object_names"": [""LARGE ANEROID BAROMETER""], ""makers"": [], ""materials"": [], ""dates"": [""about 1875"", ""1876-774""], ""places"": [], ""descriptions"": [""designed and made by M. Redier, of Paris"", ""having a dial of 1\u00b750 metres diameter"", ""designed and made by M. Redier, of Paris, about 1875, for use at public buildings"", ""The index of the dial is actuated by a small aneroid connected through a lever with a clock having two trains which work in reverse directions. When the air pressure is constant the fans of the two trains are held fast by a cross-piece of the levers, but with a rise or fall of the pressure one or other of the fans is released, and its train thus freed to turn the index round the dial.""], ""other"": [""Inv. 1876-774""]}","{""object_names"": [""Aneroid barometer by Redier""], ""makers"": [], ""materials"": [], ""dates"": [""1875""], ""places"": [""Paris"", ""Ville de Paris, \u00cele-de-France, France""], ""descriptions"": [""on stand with large display pointer"", ""Meteorology aneroid barometer"", ""aneroid barometer""], ""other"": [""Redier (maker)""]}"
70,12,7,1,1,1,1,0,0,1,1,2,2,6,1,1,1,"{""object_names"": [""COMPENSATED ANEROID""], ""makers"": [], ""materials"": [], ""dates"": [], ""places"": [""Hamburg""], ""descriptions"": [""This instrument is of the 8 in. type which was at one time supplied by the Deutsche Seewarte for use in connection with their system of conveying weather intelligence and storm warnings."", ""The effect of pressure variation on the aneroid chamber is converted into a rotary motion of the central spindle, which carries a pointer moving over a circular scale, which is graduated in inch and millimetre scales."", ""A centigrade thermometer is fitted and reads from 15\u00b0 C. to 60\u00b0 C."", ""the instrument is compensated for temperature."", ""Adjustment of the hand of the aneroid is effected by a screw in the base of the instrument.""], ""other"": [""Presented by The Deutsche Seewarte, Hamburg.""]}","{""object_names"": [""Aneroid barometer""], ""makers"": [], ""materials"": [], ""dates"": [], ""places"": [""Hamburg, Germany""], ""descriptions"": [""Meteorology aneroid barometer""], ""other"": [""Kruss, A. (maker)""]}"
71,10,9,1,1,1,1,0,1,0,1,1,3,6,1,1,1,"{""object_names"": [""ALTIGRAPH""], ""makers"": [""Richard""], ""materials"": [], ""dates"": [], ""places"": [""Paris""], ""descriptions"": [""pocket instrument"", ""designed to give a continuous record of altitude"", ""used in meteorological work"", ""consists essentially of an aneroid box, the expansion of which is regulated by the atmospheric pressure, and is communicated by levers to a pointer carrying a pen which moves over the chart"", ""chart is mounted on two cylinders, which are rotated by clockwork, so that a record is produced from which the altitude at any given time can be determined"", ""altitude scale of the record indicates heights up to 20,000 ft., and at right angles to this is set the time scale""], ""other"": [""Lent by The Meteorological Office""]}","{""object_names"": [""Pocket aneroid barograph""], ""makers"": [""Richard Freres""], ""materials"": [""aneroid""], ""dates"": [""c 1919""], ""places"": [""Ville de Paris"", ""\u00cele-de-France"", ""France""], ""descriptions"": [""Meteorology aneroid barograph""], ""other"": [""1919""]}"
72,20,10,1,2,1,1,8,0,1,1,0,4,8,0,1,2,"{""object_names"": [""ANEROID BAROMETER (MARK I)""], ""makers"": [""The Meteorological Office""], ""materials"": [""corrugated nickel silver"", ""brass centre"", ""powerful spring"", ""circular iron base plate"", ""strong carriage"", ""mainspring"", ""compound iron and brass main lever"", ""small steel rod"", ""vertical arm of brass"", ""fine chain"", ""fine hair-spring of coiled steel"", ""silvered brass scale""], ""dates"": [""1921""], ""places"": [], ""descriptions"": [""modern type of compensated aneroid"", ""designed for the use of the Admiralty"", ""vacuum chamber composed of two discs"", ""firmly soldered together, forming a box"", ""from which the air is exhausted"", ""one having a hole drilled across it to receive a knife-edge, which suspends the vacuum chamber"", ""carries the vacuum chamber"", ""across which is fixed a strong carriage supporting the mainspring"", ""in order to compensate for temperature changes"", ""connects the end of this arm to the regulator"", ""which is furnished at its centre with a vertical arm of brass"", ""by which it communicates with the movement"", ""attached to and works round the arbor on the rise or fall of the lever"", ""keeps the hand in its proper position"", ""The hand is carried by the arbor"", ""moves over a silvered brass scale"", ""the graduations of which are engraved in inches and millibars""], ""other"": [""Inv. 1921-72""]}","{""object_names"": [""Aneroid barometer""], ""makers"": [""James J. Hicks""], ""materials"": [], ""dates"": [""1919""], ""places"": [""London"", ""Greater London"", ""England"", ""United Kingdom""], ""descriptions"": [""Meteorology aneroid barometers; aneroid barometers""], ""other"": [""M.O. Mk1""]}"
73,14,9,1,2,1,1,0,0,1,1,0,3,10,2,1,0,"{""object_names"": [""HYPSOMETRIC ANEROID""], ""makers"": [""J. H. Steward, Esq.""], ""materials"": [], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""instrument is designed to enable a close reading of altitude to be obtained without the application of a vernier scale or the customary calculations"", ""movement of the aneroid is compensated, and closely resembles that of the adjacent instrument"", ""furnished with two scales, the inner fixed scale being known as the \""pressure scale,\"" and graduated in fiftieths of an inch from 25 to 31 in., and the outer and movable one as the \""altitude scale.\"""", ""revolving altitude scale consists of three concentric circles, each division on the outer circle representing 100 ft., each division on the inner circle 20 ft., and these are sub-divided to 10 ft. by means of the middle circle of divisions"", ""divisions are so arranged that in connection with the index hand the altitude can be read to 5 ft. or less"", ""Half the altitude scale, known as the \""ascent\"" scale, is divided to the left and coloured black, and the other half, known as the \""descent\"" scale, to the right and coloured red"", ""altitude scale is calculated by taking 30 on the pressure scale as zero, at a mean temperature of air 50\u00b0 F."", ""movement of the aneroid is designed to give an equally divided altitude scale in a closed circle, no error is introduced when the zero is shifted"", ""small pointer is carried on a bezel ring which can be revolved independently of the altitude scale, while a reading lens is provided to eliminate paralactic error"", ""swing thermometer is supplied, which is graduated from 20\u00b0 F. to 160\u00b0 F.""], ""other"": [""Inv. 1921-146""]}","{""object_names"": [""Compensated Aneroid Barometer"", ""Surveying aneroid barometer""], ""makers"": [""J.H. Steward Limited""], ""materials"": [], ""dates"": [""1913-1916""], ""places"": [""London, England"", ""Strand, City of Westminster, London, England, United Kingdom""], ""descriptions"": [""with separate thermometer, case and box""], ""other"": []}"
74,11,11,1,1,1,1,2,0,1,1,0,3,5,3,1,2,"{""object_names"": [""LARGE PATTERN BAROGRAPH""], ""makers"": [], ""materials"": [""thirteen aneroid chambers"", ""metal drum""], ""dates"": [""1922""], ""places"": [], ""descriptions"": [""self-recording aneroid barometer designed to give automatically a continuous record of atmospheric pressure, and to indicate at a glance any change in the value of that pressure"", ""specially-constructed movement"", ""effect of atmospheric pressure on these chambers is communicated by means of levers to a long arm carrying a pen at its extremity"", ""pen is adjusted so as to touch the paper chart"", ""chart, carried upon a metal drum, which is revolved by clockwork, one revolution being completed in seven days"", ""pen marks the chart paper, tracing a continuous record of the barometric pressure, which may be read off in millibars on the vertical scale of the chart""], ""other"": [""Inv. 1914-403""]}","{""object_names"": [""Portable barograph"", ""Portable aneroid barograph""], ""makers"": [""Short & Mason Ltd.""], ""materials"": [], ""dates"": [""1909-1914""], ""places"": [""London, England"", ""London, England, United Kingdom""], ""descriptions"": [""Meteorology barograph"", ""barograph""], ""other"": [""United Kingdom""]}"
